value_name,inserted_ts,values,name,id,value_type,item_id,value_id
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1742245162,2290293
"Pasta,Postres",2025-02-17 04:39:36,"[{'id': '8869918', 'name': 'Pasta', 'struct': None}, {'id': '9799119', 'name': 'Postres', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1742245162,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1742245162,10792872
"Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1742245162,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1742245162,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1742245162,1359391
61791 |,2025-02-17 04:39:36,"[{'id': None, 'name': '61791 |', 'struct': None}]",SKU,SELLER_SKU,string,MLA1742245162,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1742245162,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1742245162,2292305
Chardonnay,2025-02-17 04:39:36,"[{'id': '2107343', 'name': 'Chardonnay', 'struct': None}]",Varietal,VARIETAL,string,MLA1742245162,2107343
No tiene,2025-02-17 04:39:36,"[{'id': '13467360', 'name': 'No tiene', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1742245162,13467360
Blanco,2025-02-17 04:39:36,"[{'id': '2107334', 'name': 'Blanco', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1742245162,2107334
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA1742245162,-1
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1421977469,8897089
"Aromas a manzana verde,frutas secas y miel.",2025-02-17 04:39:36,"[{'id': '35473808', 'name': 'Aromas a manzana verde', 'struct': None}, {'id': '35473809', 'name': 'frutas secas y miel.', 'struct': None}]",Aromas,AROMAS,string,MLA1421977469,
3 meses,2025-02-17 04:39:36,"[{'id': '9163258', 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1421977469,9163258
Finca la Anita,2025-02-17 04:39:36,"[{'id': '13929190', 'name': 'Finca la Anita', 'struct': None}]",Marca,BRAND,string,MLA1421977469,13929190
15 °C,2025-02-17 04:39:36,"[{'id': '12989792', 'name': '15 °C', 'struct': {'number': 15, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1421977469,12989792
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1421977469,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1421977469,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1421977469,2230284
Vino Finca La Anita Chardonnay 750ml,2025-02-17 04:39:36,"[{'id': '35473807', 'name': 'Vino Finca La Anita Chardonnay 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1421977469,35473807
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1421977469,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1421977469,2290293
Ideal para disfrutar en compañía,2025-02-17 04:39:36,"[{'id': '23826158', 'name': 'Ideal para disfrutar en compañía', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1421977469,23826158
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1421977469,10792872
"Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1421977469,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1421977469,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1421977469,1359391
OTV0405,2025-02-17 04:39:36,"[{'id': None, 'name': 'OTV0405', 'struct': None}]",SKU,SELLER_SKU,string,MLA1421977469,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1421977469,2726554
750 cc,2025-02-17 04:39:36,"[{'id': '13394591', 'name': '750 cc', 'struct': {'number': 750, 'unit': 'cc'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1421977469,13394591
Chardonnay,2025-02-17 04:39:36,"[{'id': '2107343', 'name': 'Chardonnay', 'struct': None}]",Varietal,VARIETAL,string,MLA1421977469,2107343
Blanco,2025-02-17 04:39:36,"[{'id': '2107334', 'name': 'Blanco', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1421977469,2107334
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA1382585477,
7.6 %,2025-02-17 04:39:36,"[{'id': None, 'name': '7.6 %', 'struct': {'number': 7.6, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1382585477,
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Aromas,AROMAS,string,MLA1382585477,-1
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1382585477,-1
Bodega Privada,2025-02-17 04:39:36,"[{'id': '9163555', 'name': 'Bodega Privada', 'struct': None}]",Marca,BRAND,string,MLA1382585477,9163555
Bodega Privada,2025-02-17 04:39:36,"[{'id': None, 'name': 'Bodega Privada', 'struct': None}]",Bodega,CELLAR,string,MLA1382585477,
6 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '6 °C', 'struct': {'number': 6, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1382585477,
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1382585477,242084
Sí,2025-02-17 04:39:36,"[{'id': '242085', 'name': 'Sí', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1382585477,242085
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1382585477,2230284
Cosecha Tardía Blanco Dulce Natural,2025-02-17 04:39:36,"[{'id': None, 'name': 'Cosecha Tardía Blanco Dulce Natural', 'struct': None}]",Línea,LINE,string,MLA1382585477,
Mendoza,2025-02-17 04:39:36,"[{'id': '17715940', 'name': 'Mendoza', 'struct': None}]",Origen,ORIGIN,string,MLA1382585477,17715940
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1382585477,2290293
"Mariscos,Pescados,Picadas",2025-02-17 04:39:36,"[{'id': '9799177', 'name': 'Mariscos', 'struct': None}, {'id': '20074856', 'name': 'Pescados', 'struct': None}, {'id': '19989497', 'name': 'Picadas', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1382585477,
"Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1382585477,
Cuyo,2025-02-17 04:39:36,"[{'id': '16898382', 'name': 'Cuyo', 'struct': None}]",Regiones,REGIONS,string,MLA1382585477,16898382
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1382585477,1359392
100361,2025-02-17 04:39:36,"[{'id': None, 'name': '100361', 'struct': None}]",SKU,SELLER_SKU,string,MLA1382585477,
6,2025-02-17 04:39:36,"[{'id': None, 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1382585477,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1382585477,
Chardonnay,2025-02-17 04:39:36,"[{'id': '2107343', 'name': 'Chardonnay', 'struct': None}]",Varietal,VARIETAL,string,MLA1382585477,2107343
Cartón,2025-02-17 04:39:36,"[{'id': '13418935', 'name': 'Cartón', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1382585477,13418935
Blanco dulce,2025-02-17 04:39:36,"[{'id': '16969885', 'name': 'Blanco dulce', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1382585477,16969885
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA1382585477,-1
13 %,2025-02-17 04:39:36,"[{'id': '8897086', 'name': '13 %', 'struct': {'number': 13, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1470393111,8897086
Cítricos,2025-02-17 04:39:36,"[{'id': '8869921', 'name': 'Cítricos', 'struct': None}]",Aromas,AROMAS,string,MLA1470393111,8869921
MARIA CARMEN,2025-02-17 04:39:36,"[{'id': '25144685', 'name': 'MARIA CARMEN', 'struct': None}]",Marca,BRAND,string,MLA1470393111,25144685
Bianchi,2025-02-17 04:39:36,"[{'id': '13929210', 'name': 'Bianchi', 'struct': None}]",Bodega,CELLAR,string,MLA1470393111,13929210
8 °C,2025-02-17 04:39:36,"[{'id': '12609339', 'name': '8 °C', 'struct': {'number': 8, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1470393111,12609339
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1470393111,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1470393111,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1470393111,2230284
Blanco,2025-02-17 04:39:36,"[{'id': '8955451', 'name': 'Blanco', 'struct': None}]",Línea,LINE,string,MLA1470393111,8955451
Vino Maria Carmen Chardonnay 750ml,2025-02-17 04:39:36,"[{'id': '46732558', 'name': 'Vino Maria Carmen Chardonnay 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1470393111,46732558
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1470393111,2290293
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Maridajes,PAIRINGS,string,MLA1470393111,-1
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1470393111,10792872
"Frágil,Contiene líquido",2025-02-17 04:39:36,"[{'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1470393111,
San rafael,2025-02-17 04:39:36,"[{'id': '13875365', 'name': 'San rafael', 'struct': None}]",Regiones,REGIONS,string,MLA1470393111,13875365
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1470393111,1359391
70030 | 2873,2025-02-17 04:39:36,"[{'id': None, 'name': '70030 | 2873', 'struct': None}]",SKU,SELLER_SKU,string,MLA1470393111,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1470393111,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1470393111,2292305
Chardonnay,2025-02-17 04:39:36,"[{'id': '2107343', 'name': 'Chardonnay', 'struct': None}]",Varietal,VARIETAL,string,MLA1470393111,2107343
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1428112487,8897089
"Intensidad media,con fruta madura (piña) y ligeras notas lácteas.",2025-02-17 04:39:36,"[{'id': '36121838', 'name': 'Intensidad media', 'struct': None}, {'id': '36121839', 'name': 'con fruta madura (piña) y ligeras notas lácteas.', 'struct': None}]",Aromas,AROMAS,string,MLA1428112487,
6 meses,2025-02-17 04:39:36,"[{'id': '9163249', 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1428112487,9163249
Salentein,2025-02-17 04:39:36,"[{'id': '18699', 'name': 'Salentein', 'struct': None}]",Marca,BRAND,string,MLA1428112487,18699
12 °C,2025-02-17 04:39:36,"[{'id': '12627623', 'name': '12 °C', 'struct': {'number': 12, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1428112487,12627623
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1428112487,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1428112487,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1428112487,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1428112487,2230284
Reserva,2025-02-17 04:39:36,"[{'id': '2378827', 'name': 'Reserva', 'struct': None}]",Línea,LINE,string,MLA1428112487,2378827
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1428112487,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1428112487,2290293
"Pasta rellena,carne de cerdo y marisco.",2025-02-17 04:39:36,"[{'id': '17694259', 'name': 'Pasta rellena', 'struct': None}, {'id': '36121840', 'name': 'carne de cerdo y marisco.', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1428112487,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1428112487,10792872
"Frágil,Contiene líquido",2025-02-17 04:39:36,"[{'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1428112487,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1428112487,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1428112487,1359391
SLT032,2025-02-17 04:39:36,"[{'id': None, 'name': 'SLT032', 'struct': None}]",SKU,SELLER_SKU,string,MLA1428112487,
30 días,2025-02-17 04:39:36,"[{'id': '12963886', 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",Vida útil,SHELF_LIFE,number_unit,MLA1428112487,12963886
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1428112487,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1428112487,2292305
Chardonnay,2025-02-17 04:39:36,"[{'id': '2107343', 'name': 'Chardonnay', 'struct': None}]",Varietal,VARIETAL,string,MLA1428112487,2107343
Blanco,2025-02-17 04:39:36,"[{'id': '2107334', 'name': 'Blanco', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1428112487,2107334
2021,2025-02-17 04:39:36,"[{'id': '8239200', 'name': '2021', 'struct': None}]",Año,YEAR,number,MLA1428112487,8239200
13.5 %,2025-02-17 04:39:36,"[{'id': '8897079', 'name': '13.5 %', 'struct': {'number': 13.5, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1374016805,8897079
Cítricos,2025-02-17 04:39:36,"[{'id': '8869921', 'name': 'Cítricos', 'struct': None}]",Aromas,AROMAS,string,MLA1374016805,8869921
8 meses,2025-02-17 04:39:36,"[{'id': '9163247', 'name': '8 meses', 'struct': {'number': 8, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1374016805,9163247
Catena Zapata,2025-02-17 04:39:36,"[{'id': '1163443', 'name': 'Catena Zapata', 'struct': None}]",Marca,BRAND,string,MLA1374016805,1163443
Catena Zapata,2025-02-17 04:39:36,"[{'id': '2292304', 'name': 'Catena Zapata', 'struct': None}]",Bodega,CELLAR,string,MLA1374016805,2292304
10 °C,2025-02-17 04:39:36,"[{'id': '12327953', 'name': '10 °C', 'struct': {'number': 10, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1374016805,12327953
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1374016805,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1374016805,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1374016805,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1374016805,2230284
Alamos,2025-02-17 04:39:36,"[{'id': '13653462', 'name': 'Alamos', 'struct': None}]",Línea,LINE,string,MLA1374016805,13653462
Vino Alamos Chardonnay X 750ml,2025-02-17 04:39:36,"[{'id': '16894721', 'name': 'Vino Alamos Chardonnay X 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1374016805,16894721
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1374016805,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1374016805,2290293
Pescados,2025-02-17 04:39:36,"[{'id': '9799255', 'name': 'Pescados', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1374016805,9799255
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1374016805,10792872
"Frágil,Contiene líquido",2025-02-17 04:39:36,"[{'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1374016805,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1374016805,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1374016805,1359391
AH0002,2025-02-17 04:39:36,"[{'id': None, 'name': 'AH0002', 'struct': None}]",SKU,SELLER_SKU,string,MLA1374016805,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1374016805,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1374016805,2292305
Chardonnay,2025-02-17 04:39:36,"[{'id': '2107343', 'name': 'Chardonnay', 'struct': None}]",Varietal,VARIETAL,string,MLA1374016805,2107343
Sin estuche,2025-02-17 04:39:36,"[{'id': '20133771', 'name': 'Sin estuche', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1374016805,20133771
Blanco,2025-02-17 04:39:36,"[{'id': '2107334', 'name': 'Blanco', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1374016805,2107334
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA1374016805,-1
13.5 %,2025-02-17 04:39:36,"[{'id': None, 'name': '13.5 %', 'struct': {'number': 13.5, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1632839884,
Frutos Tropicales,2025-02-17 04:39:36,"[{'id': '16922763', 'name': 'Frutos Tropicales', 'struct': None}]",Aromas,AROMAS,string,MLA1632839884,16922763
12 meses,2025-02-17 04:39:36,"[{'id': None, 'name': '12 meses', 'struct': {'number': 12, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1632839884,
Esmeralda,2025-02-17 04:39:36,"[{'id': '11447426', 'name': 'Esmeralda', 'struct': None}]",Marca,BRAND,string,MLA1632839884,11447426
Esmeralda,2025-02-17 04:39:36,"[{'id': '23843480', 'name': 'Esmeralda', 'struct': None}]",Bodega,CELLAR,string,MLA1632839884,23843480
11 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '11 °C', 'struct': {'number': 11, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1632839884,
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1632839884,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1632839884,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1632839884,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1632839884,2230284
Vino,2025-02-17 04:39:36,"[{'id': '13745697', 'name': 'Vino', 'struct': None}]",Línea,LINE,string,MLA1632839884,13745697
Vino Esmeralda Chardonnay X 6un De 750cc,2025-02-17 04:39:36,"[{'id': '21351010', 'name': 'Vino Esmeralda Chardonnay X 6un De 750cc', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1632839884,21351010
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1632839884,96380
29.6 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '29.6 cm', 'struct': {'number': 29.6, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1632839884,
7.8 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '7.8 cm', 'struct': {'number': 7.8, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1632839884,
1320 g,2025-02-17 04:39:36,"[{'id': None, 'name': '1320 g', 'struct': {'number': 1320, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1632839884,
7.8 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '7.8 cm', 'struct': {'number': 7.8, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1632839884,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1632839884,2290293
-1,2025-02-17 04:39:36,"[{'id': '22332200', 'name': '-1', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1632839884,22332200
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1632839884,10792872
"Con vencimiento,Contiene líquido,Frágil,No rotable",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '12928414', 'name': 'No rotable', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1632839884,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1632839884,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1632839884,1359391
006UU114474260014040941275,2025-02-17 04:39:36,"[{'id': None, 'name': '006UU114474260014040941275', 'struct': None}]",SKU,SELLER_SKU,string,MLA1632839884,
Caja,2025-02-17 04:39:36,"[{'id': '7435892', 'name': 'Caja', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA1632839884,7435892
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1632839884,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1632839884,
Chardonnay,2025-02-17 04:39:36,"[{'id': '2107343', 'name': 'Chardonnay', 'struct': None}]",Varietal,VARIETAL,string,MLA1632839884,2107343
Blanco,2025-02-17 04:39:36,"[{'id': '2107334', 'name': 'Blanco', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1632839884,2107334
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1413525339,8897089
